        Sim_Code  PCR_Mass   Lab  NShows  PCR_EMin  PCR_EMax  PCR_ThMin  PCR_ThMax  Det_S
0  Corsika-77500         1  BUAP    1000         9        11          0         25    1.0
       iClst  nShow  NPart         CCode  sCCode  NGam  NEle  NMu  ftP_ID  ltP_ID         dXm         dYm         dRm         sRm           Tmin          dT             Tm            sT          Px         Py          Pz         Ene      Theta     sTheta        Phi         dE/dS         dE/dT        dE/dTS    Thermy
15082   97.0  200.0    2.0  5.000000e+08     6.0   1.0   0.0  0.0     1.0     9.0  205.571044   64.370678  215.413644  211.034981   45648.865877    8.221904   45652.976829  5.813764e+00    0.240626  -0.317051    1.273082    1.346716  17.361585  12.122109 -52.803356  3.023898e-05  2.316427e-01  5.201275e-06  0.220020
15110  125.0  200.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  -60.792496  313.286635  319.130449  592.522870   45647.671746    0.043583   45647.693538  3.081788e-02    0.004379   0.002575    0.278703    0.278750   1.044250   0.252164  30.452228  7.939703e-07  9.045361e+00  2.576414e-05  0.004402
15112  127.0  200.0    6.0  2.004000e+03     3.0   4.0   2.0  0.0     3.0     1.0  355.572585 -176.149470  396.812927  153.225332   45647.475267    0.009148   45647.482427  3.522606e-03    0.485317   0.074212   30.253122   30.257129   0.929734   0.183548   8.693950  1.288744e-03  8.591856e+03  3.659534e-01  0.003204
15125  140.0  200.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     2.0     1.0   73.442863 -219.058384  231.042051  362.737800   45650.273272    0.165581   45650.380667  9.311450e-02    0.016626   0.013657    0.421192    0.421858   2.924366   0.894120  39.400912  3.206130e-06  4.530583e+00  3.443249e-05  0.015625
15147  162.0  200.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -188.347247  267.165804  326.882628  294.884060   45648.243266    0.064975   45648.275754  4.594445e-02    0.003730  -0.017318    0.689755    0.689983   1.471243   0.829293 -77.844629  7.934801e-06  1.501810e+01  1.727080e-04  0.014478
15175  190.0  200.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   33.747646   45.534350   56.676985  324.446872   45647.688515    0.116652   45647.746840  8.248530e-02    0.012695   0.003250    0.608071    0.608229   1.234554   0.195601  14.359597  5.778032e-06  7.373876e+00  7.005008e-05  0.003415
15203  218.0  200.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  197.701759   86.726321  215.887564  365.722734   45653.425891    0.071880   45653.461831  5.082652e-02    0.016264   0.005769    0.324399    0.324884   3.045084   1.683354  19.530285  2.428983e-06  6.392145e+00  4.779062e-05  0.029417
15210  225.0  200.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  347.172320  438.301453  559.139324   13.288820   45649.195170    0.003373   45649.196857  2.384793e-03    0.017001   0.024032    0.530783    0.531600   3.174390   1.574952  54.722515  3.010317e-03  2.230060e+02  1.262827e+00  0.027527
15211  226.0  200.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0  -87.821354  -60.933647  106.890128   74.869041   45651.806275    0.022106   45651.817328  1.563152e-02    0.016643  -0.001742    0.260796    0.261387   3.671428   1.900215  -5.974033  4.663149e-05  1.672285e+01  2.983361e-03  0.033227
15229  244.0  200.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -330.549277  289.852533  439.633160  324.726094   45648.697940    0.104005   45648.749943  7.354256e-02    0.011403   0.013044    0.685420    0.685640   1.447954   0.836475  48.840326  6.502223e-06  9.323165e+00  8.841562e-05  0.014603
15235  250.0  200.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     2.0  115.071690  147.071514  186.739188  348.569509   45648.934044    0.039902   45648.957485  2.084657e-02    0.037000  -0.007785    1.130213    1.130874   1.916061   0.544063 -11.882621  9.307552e-06  5.425009e+01  4.465002e-04  0.009501
15236  251.0  200.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  121.260939  346.409908  367.020489   80.053975   45648.785819    0.009528   45648.790583  6.737340e-03    0.018180  -0.000523    0.716204    0.716435   1.454692   0.086149  -1.648511  1.117921e-04  1.063537e+02  1.659537e-02  0.001504
15241  256.0  200.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     2.0     1.0   85.607638 -185.878581  204.644850  182.537905   45656.981273    0.080962   45657.021533  4.048264e-02   -0.045985  -0.044759    1.237282    1.238967   2.968991   0.277773  44.226136  3.718379e-05  3.060565e+01  9.185347e-04  0.004855
15266  281.0  200.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     2.0   29.366113  137.432200  140.534616   30.580654   45645.510383    0.005326   45645.513790  2.958735e-03    0.006312  -0.032268    1.027141    1.027671   1.833474   0.459752 -78.931829  1.098906e-03  3.474518e+02  3.715362e-01  0.008028
15370   53.0  201.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0 -124.765200    1.498910  124.774204  601.648031   91808.210684    0.035246   91808.228307  2.492299e-02    0.012883  -0.007280    0.190424    0.191000   4.443453   0.972423 -29.468237  5.276537e-07  7.663924e+00  2.117221e-05  0.017022
15385   68.0  201.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   12.997652 -430.042335  430.238711   98.895227   91733.606420    0.002631   91733.607735  1.860224e-03    0.004263   0.001339    0.224251    0.224323   1.141462   0.648530  17.440243  2.293631e-05  1.206542e+02  1.233650e-02  0.011321
15409   13.0  202.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0   25.647232 -132.965066  135.415986   32.919325   18789.397007    0.041925   18789.417970  2.964555e-02   -0.051395  -0.003769    0.156149    0.164438  18.264293   3.569000   4.193707  1.517403e-04  5.546999e+00  5.118659e-03  0.065553
15423   27.0  202.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  -43.059276  365.211349  367.740983  261.671746   19119.382141    0.001263   19119.382773  8.933448e-04   -0.082594  -0.016127    0.188093    0.206162  24.103978   1.043735  11.048323  3.010896e-06  2.310345e+02  3.374140e-03  0.019956
15460   64.0  202.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  429.877099  112.005424  444.229148   12.050358   19296.333705    0.025093   19296.346252  1.774358e-02   -0.306258  -0.031213    0.694878    0.760020  23.894280   7.325006   5.819320  5.233895e-03  4.283591e+01  2.949905e-01  0.139449
15469   73.0  202.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  186.803412 -189.056527  265.777886  138.347034   19312.643535    0.023951   19312.655510  1.693598e-02   -0.175541  -0.023099    0.375379    0.415044  25.251745   2.344439   7.496243  2.168476e-05  2.450810e+01  1.280471e-03  0.045229
15481   85.0  202.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     2.0     3.0  355.280645 -341.424922  492.742645   63.368810   19124.628390    0.028101   19124.640413  1.448292e-02   -0.185445  -0.028028    0.431080    0.470119  23.512599   3.632742   8.594480  1.170729e-04  3.246246e+01  8.084075e-03  0.069098
15482   86.0  202.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  255.813553  331.720660  418.902340  284.991525   19118.139257    0.001290   19118.139902  9.124728e-04   -0.151014  -0.021054    0.340546    0.373137  24.119697  12.070080   7.936769  4.594145e-06  4.093783e+02  5.040353e-03  0.229111
15487   91.0  202.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     3.0   92.015011 -138.138609  165.979028  327.713121   19121.355269    0.074551   19121.390937  3.737931e-02   -0.132437  -0.032954    0.291915    0.322283  25.056936   5.906039  13.973089  3.000889e-06  8.622197e+00  8.028424e-05  0.113587
15555  159.0  202.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   52.191454 -447.998594  451.028478  564.229761   19169.975895    0.012442   19169.982116  8.797610e-03   -2.375764  -0.575576    5.599205    6.109553  23.585044  11.885739  13.618631  1.919099e-05  6.945349e+02  2.181635e-03  0.224733
15628   31.0  203.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     2.0  102.135831  -79.196306  129.243116  100.195942   66978.048979    0.060549   66978.078659  3.029189e-02    2.252222   1.131673    5.394465    5.954307  25.044238  12.022222  26.678136  5.931041e-04  1.965709e+02  1.958028e-02  0.229907
15841   65.0  208.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   70.949375 -300.470422  308.733361  321.514564   38449.790011    1.494864   38450.537443  1.057029e+00   -0.114089   0.209424    0.988726    1.017480  13.560898   8.672271 -61.419566  9.842934e-06  9.625860e-01  9.311899e-06  0.155107
15846   70.0  208.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   39.064124 -358.259889  360.383342  633.915268   38451.821918    0.018670   38451.831253  1.320166e-02   -0.030022   0.059861    0.266130    0.274426  14.124420   2.693377 -63.365388  6.829102e-07  2.078884e+01  5.173303e-05  0.048456
15853   77.0  208.0    4.0  1.003000e+03     2.0   3.0   1.0  0.0     1.0     1.0 -188.612691  252.768812  315.383607  336.882454   38452.916924    0.101839   38452.962710  5.062918e-02   -0.205231   0.419456    1.818281    1.877317  14.403470   4.439374 -63.928523  1.654173e-05  3.708047e+01  3.267296e-04  0.079916
15854   78.0  208.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0 -308.021966  366.803321  478.980384    3.404076   38452.212685    0.001080   38452.213225  7.635471e-04   -0.132276   0.262426    1.166890    1.203333  14.135815   5.568051 -63.249598  1.038454e-01  1.578044e+03  1.361823e+02  0.100058
15862   86.0  208.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -159.977734    6.632943  160.115181  377.843554   38460.211929    0.008857   38460.216358  6.263191e-03   -0.049236   0.094554    0.326209    0.343215  18.097378   5.882324 -62.493084  2.404043e-06  5.480750e+01  3.838981e-04  0.107820
15867   91.0  208.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -374.084627 -108.010396  389.365579  443.257881   38465.642904    0.023768   38465.654788  1.680625e-02   -0.057315   0.132484    0.475292    0.496740  16.893967   9.128612 -66.605730  2.528229e-06  2.955863e+01  1.504428e-04  0.165807
15868   92.0  208.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  194.683203  -67.197247  205.953925   97.206650   38453.287795    0.055199   38453.308032  3.040333e-02   -0.148182   0.261454    1.071203    1.112621  15.671497   6.606543 -60.457032  1.177485e-04  3.659659e+01  3.873010e-03  0.119493
15907  131.0  208.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  -97.946093  -17.659522   99.525353  552.007576   38479.347889    0.350692   38479.523235  2.479767e-01   -0.044830   0.077774    0.365066    0.375981  13.814825   4.455331 -60.040222  1.233889e-06  1.516202e+00  4.975846e-06  0.079996
15981   25.0  210.0    3.0  1.002000e+03     2.0   2.0   1.0  0.0     1.0     1.0  -97.923429  188.251388  212.197038  159.289032   40806.651424    0.046970   40806.668299  2.612674e-02    0.111647  -0.129435    0.422555    0.455850  22.024611   1.149054 -49.219881  1.796597e-05  1.744833e+01  6.876732e-04  0.021632
16034   36.0  211.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  170.891089  202.382638  264.882042   11.765022   25778.956329    0.000705   25778.956682  4.985601e-04    0.006061   0.005782    0.169647    0.169880   2.826826   0.867166  43.649519  1.227313e-03  3.414251e+02  2.466664e+00  0.015153
16046   48.0  211.0    4.0  2.002000e+03     3.0   2.0   2.0  0.0     1.0     2.0 -308.849081 -351.941958  468.242348  198.408777   25776.907591    0.126387   25776.949867  5.936965e-02    0.106809   0.315717    4.806523    4.818226   3.966666   0.700820  71.308949  1.223955e-04  8.115774e+01  2.061618e-03  0.012261
16049   51.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0  156.811352  199.909086  254.073695  214.871434   25785.730288    0.027653   25785.744115  1.955395e-02    0.005045   0.031839    0.224980    0.227344   8.154070   0.706001  80.995925  4.924094e-06  1.162710e+01  2.518338e-04  0.012448
16055   57.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0 -433.851598  161.450267  462.918349   67.634480   25776.050477    0.091619   25776.096287  6.478456e-02    0.013838   0.015419    0.252552    0.253409   4.689864   0.456474  48.092900  5.539690e-05  3.911623e+00  8.551075e-04  0.007994
16074   76.0  211.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  240.867375  -54.749263  247.011284  153.561070   25762.807728    0.010760   25762.813107  7.608268e-03   -0.007392   0.002533    0.488076    0.488138   0.917255   0.445973 -18.916350  2.070048e-05  6.416735e+01  2.721146e-03  0.007785
16078   80.0  211.0    6.0  2.004000e+03     3.0   4.0   2.0  0.0     1.0     1.0  228.048919 -214.123329  312.818013  274.735911   25762.898734    0.032179   25762.915927  1.056631e-02   -0.032517   0.026469    2.737912    2.738257   0.877349   0.134848 -39.146509  3.627800e-05  2.591743e+02  3.433690e-03  0.002354
16079   81.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0   76.739622 -393.637761  401.048197  448.178813   25762.668569    0.033754   25762.685446  2.386803e-02    0.003619  -0.001735    0.220035    0.220122   1.044992   0.637242 -25.618203  1.095872e-06  9.222832e+00  4.591575e-05  0.011124
16083   85.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  277.347901 -282.792251  396.097608  279.008111   25762.705234    0.096295   25762.753381  6.809076e-02    0.002091   0.003978    0.537317    0.537369   0.479161   0.441405  62.273189  6.903016e-06  7.892067e+00  1.013811e-04  0.007704
16084   86.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -312.466979  144.635409  344.318188  125.419475   25762.918817    0.019977   25762.928806  1.412603e-02    0.021668   0.008996    0.632926    0.633428   2.122873   0.825171  22.546152  4.026869e-05  4.484438e+01  2.850874e-03  0.014411
16085   87.0  211.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     1.0     3.0 -145.463242  362.025735  390.156619   56.900524   25762.687611    0.002880   25762.688854  1.479742e-03   -0.013452   0.012701    1.960184    1.960297   0.540735   0.221080 -43.355436  6.054654e-04  1.325652e+03  4.094464e-01  0.003859
16086   88.0  211.0    5.0  1.004000e+03     2.0   4.0   1.0  0.0     1.0     1.0  328.639959 -199.266315  384.332261   81.838150   25762.704617    0.006829   25762.708335  2.797149e-03   -0.002103   0.049084    4.188030    4.188322   0.672091   0.168227 -87.546988  6.253576e-04  1.497889e+03  2.236496e-01  0.002936
16091   93.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     2.0     1.0  316.892864  267.249752  414.540127  208.910296   25762.607370    0.001866   25762.608303  1.319212e-03   -0.008915  -0.001810    1.328407    1.328439   0.392351   0.147152  11.478559  3.043840e-05  1.007758e+03  2.309067e-02  0.002568
16106  108.0  211.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     3.0     2.0  180.375510  332.829779  378.564375    6.324928   25788.577806    0.003331   25788.579471  2.355094e-03   -0.048003  -0.004761    0.429203    0.431930   6.412625   0.634120   5.663861  1.079697e-02  1.834802e+02  4.586464e+00  0.011137
16113  115.0  211.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0  118.751257 -341.384766  361.449055  518.213869   25788.292140    0.026262   25788.305271  1.856990e-02   -0.086194   0.007285    0.766320    0.771187   6.440200   0.005493  -4.831308  2.871717e-06  4.153109e+01  1.546519e-04  0.000096
16140  142.0  211.0    2.0  2.000000e+03     3.0   0.0   2.0  0.0     2.0     3.0 -332.196739  -47.100177  335.519150  210.140981   25769.530410    0.022941   25769.541880  1.622150e-02    0.018051   0.031156    0.593373    0.594521   3.472647   1.216198  59.912964  1.346311e-05  3.665242e+01  8.300059e-04  0.021264
16142  144.0  211.0    3.0  3.000000e+00     1.0   3.0   0.0  0.0     1.0     1.0  -48.441635 -179.949585  186.355695  318.080254   25769.460697    0.019776   25769.467656  1.111401e-02    0.056561   0.085376    1.757086    1.760069   3.335715   0.121295  56.476055  1.739627e-05  1.583792e+02  1.565397e-03  0.002121
16144  146.0  211.0    3.0  2.001000e+03     3.0   1.0   2.0  0.0     3.0     2.0 -321.936299  302.367224  441.666071   17.071276   25769.496751    0.003546   25769.498977  1.938535e-03    0.061362   0.066970    1.620351    1.622898   3.208438   0.768631  47.502367  5.568768e-03  8.376093e+02  2.874151e+00  0.013436
16218  220.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0   43.392489  407.090092  409.396203  136.425226   25794.150510    0.032191   25794.166606  2.276262e-02   -0.047439   0.021673    0.673150    0.675186   4.430443   2.151157 -24.554055  3.627723e-05  2.966336e+01  1.593790e-03  0.037648
16248  250.0  211.0    2.0  2.000000e+00     1.0   2.0   0.0  0.0     1.0     1.0   58.799729  117.357405  131.263736  399.651660   25853.530339    0.024176   25853.542427  1.709469e-02   -0.007149   0.028643    0.170448    0.172986   9.826025   0.589267 -75.986530  1.083048e-06  1.011988e+01  6.335955e-05  0.010438
16251  253.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     3.0  -88.532844  192.947247  212.289200  217.572911   25851.270835    0.036778   25851.289224  2.600599e-02   -0.005192   0.042484    0.260258    0.263765   9.338774   0.686699 -83.032743  5.571957e-06  1.014287e+01  2.142649e-04  0.012146
16256  258.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     3.0     1.0 -150.999614  205.214001  254.781611   17.007437   25852.392347    0.008259   25852.396476  5.839751e-03   -0.000824   0.053951    0.360449    0.364466   8.513677   3.902081 -89.125057  1.260025e-03  6.242188e+01  2.158038e-01  0.068810
16257  259.0  211.0    2.0  1.001000e+03     2.0   1.0   1.0  0.0     1.0     2.0  318.170851 -153.562203  353.290306  313.382211   25853.218049    0.007485   25853.221791  5.292425e-03   -0.015428   0.095379    0.532944    0.541654  10.275660   2.833369 -80.811863  5.515353e-06  1.023645e+02  1.042319e-03  0.050237
