N. sh	P. id	x (m)	y (m)	t (ns)	px (GeV/c)	py (GeV/c)	pz (GeV/c)	Psq (GeV)	ek (GeV)	zha (°)	aza (°)
324	5	709.257	315.683	96256.8	0.207772	-1.6356	9.69757	96.7612	9.73163	9.64894	-82.7604
324	5	-5073.61	-2016.8	99647	-0.105994	-0.26057	0.764708	0.66391	0.71597	20.1964	-112.135
326	2	975.196	665.622	54688.4	0.0139891	0.0124775	0.0540014	0.00326753	0.0566536	19.1432	41.7313
326	1	962.485	677.538	54689.1	0.0231023	0.0349066	0.0831947	0.00867354	0.0931318	26.7091	56.5021
326	1	960.652	676.811	54686.7	0.0174424	0.0259912	0.0635192	0.00501447	0.0708129	26.2335	56.1349
326	3	962.288	676.362	54687.8	0.0353794	0.0445583	0.121789	0.0180697	0.133913	25.0405	51.5503
326	1	963.496	676.91	54689.1	0.110738	0.165115	0.394995	0.195547	0.442207	26.7173	56.1514
326	1	962.336	677.806	54689.3	0.122123	0.185551	0.440788	0.243638	0.493597	26.7456	56.6485
326	1	962.754	671.405	54681.8	0.115781	0.165649	0.415324	0.213338	0.461886	25.948	55.0482
328	5	401.628	9.2674	60332.7	-0.872879	-0.475933	2.14575	5.59267	2.26158	24.8599	-151.399
330	5	-636.611	63.4613	68489.7	-0.567851	0.844194	3.51882	13.4172	3.55882	16.1263	123.927
334	5	1391.18	-1534.12	36808.9	-0.165526	-0.103991	1.38877	1.9669	1.30078	8.01222	-147.861
335	6	-1113.7	312.87	65474.2	-0.0908327	0.0155813	0.480297	0.239178	0.394683	10.8619	170.266
339	6	-210.366	-346.933	22972.7	0.485048	-0.525458	1.94761	4.30457	1.97178	20.1618	-47.29
339	1	182.169	763.195	22975.3	0.0192154	-0.00661386	0.0568123	0.00364061	0.0603375	19.6822	-18.9932
339	1	74.6264	792.736	22912.6	-0.00372764	-0.000934137	0.0899023	0.00809719	0.0899844	2.44764	-165.932
339	1	85.2638	787.885	22913.9	0.00648664	-0.00892546	0.144188	0.0209121	0.14461	4.37587	-53.992
339	1	-250.606	662.737	22492.5	0.026306	-0.00419883	0.108534	0.0124893	0.111756	13.7902	-9.06878
342	6	834.97	1713.05	50330.1	0.583879	0.118026	1.96084	4.19972	1.94639	16.8984	11.4278
343	6	1784.01	-3480.84	40656.9	0.95759	-1.42533	2.15094	7.57511	2.64866	38.601	-56.1054
346	6	892.485	870.928	54734.6	0.720966	-1.46838	4.71779	24.9335	4.8888	19.1233	-63.8493
363	5	960.376	-1921.85	30249.8	-0.0448433	-0.100078	0.595217	0.36631	0.50873	10.4394	-114.136
365	1	2229.32	1418.22	73084.4	-0.0465935	0.305681	0.60266	0.458811	0.677356	27.1614	98.6666
365	14	2281.58	1270.91	73243.6	0.0683124	0.164408	1.24155	1.57315	0.628096	8.16042	67.4368
369	6	1344.56	2309.9	62915.8	1.17997	0.576212	2.16911	6.42938	2.43216	31.19	26.0275
377	6	528.747	252.302	39235.7	-0.418222	0.118804	2.55615	6.72294	2.48936	9.6529	164.142
378	6	1289.61	2461.67	45731.4	0.303799	0.0828201	0.738156	0.644027	0.70378	23.1023	15.2491
380	5	31.3564	-114.76	36321.2	-0.319246	-1.06536	4.35347	20.1896	4.38886	14.3306	-106.681
383	13	-757.752	-793.698	134351	2.11767	1.20689	5.67802	38.181	5.31054	23.2327	29.6794
386	5	-3254.67	928.786	80033.3	0.582085	0.256768	1.76433	3.51763	1.77285	19.8288	23.8031
386	6	343.247	227.582	84022.2	3.55726	0.857476	7.70213	72.7122	8.42214	25.4116	13.5526
386	5	397.063	-324.613	83961	1.42112	0.239471	2.96125	10.8459	3.18935	25.9508	9.56499
386	5	-53.3539	-144.419	83594.8	0.536227	0.0968372	1.16012	1.64279	1.1804	25.1592	10.2367
386	14	398.72	-1543.47	86965.9	0.571868	-0.436288	0.646272	0.935047	0.409096	48.0608	-37.3406
387	5	-1489.92	-811.358	88457.7	0.626591	-0.481496	1.91617	4.29616	1.96975	22.4112	-37.54
390	5	462.163	-922.961	56022.2	0.201844	-0.200507	1.7384	3.10299	1.65904	9.29462	-44.8095
391	5	1223.07	-556.301	51233	0.240609	-0.78716	1.58516	3.19024	1.68359	27.4411	-73.0033
391	6	1521.57	-638.642	51388.2	0.323107	-1.70854	3.90523	18.2743	4.1705	24.0013	-79.2911
393	5	1406.5	673.922	62458.9	0.308048	-0.59969	1.46902	2.61253	1.51412	24.652	-62.8114
397	5	1416.04	-515.203	72268.6	-0.184564	0.404567	1.88211	3.74007	1.83115	13.2933	114.523
405	6	-33.7536	-102.442	25246.7	0.22406	0.700992	3.12246	10.2914	3.1041	13.262	72.2745
405	2	206.061	162.041	25556.7	-0.00324946	0.0236063	0.0807069	0.00708143	0.0836418	16.4494	97.8376
405	1	201.645	171.766	25563.6	0.0167332	0.0381794	0.114962	0.0149539	0.122286	19.9307	66.3333
405	3	197.793	179.707	25570.9	0.0128632	0.0422873	0.107921	0.0136006	0.116112	22.2722	73.0809
405	1	73.8441	175.425	25515.3	0.00564639	0.0187077	0.0555531	0.00346801	0.0588898	19.3797	73.2051
405	1	134.35	204.806	25569	0.00834768	0.0204668	0.0596083	0.00404172	0.0635745	20.3455	67.8112
405	3	58.0421	103.935	25443.5	-0.00384278	0.0109191	0.0701834	0.0050597	0.0706224	9.36569	109.389
405	5	86.8094	-58.6067	25343.8	0.15094	0.218137	0.966806	1.00508	0.902431	15.3429	55.3188
405	1	404.878	658.568	27002.4	0.023095	0.0452927	0.0302606	0.00350051	0.0591651	59.2389	62.9827
405	6	14.9731	-251.355	25318.1	0.0297317	-0.0505014	0.45543	0.210851	0.365526	7.33237	-59.5134
405	1	-598.778	1412.46	29286.3	-0.0450057	0.135695	0.056248	0.0236026	0.153631	68.5233	108.349
405	14	56.1039	18.0258	25776.4	0.158444	0.456872	1.33909	2.027	0.766826	19.8554	70.8734
405	14	-148.274	17.4884	25865.2	-0.271329	0.41641	1.22678	1.752	0.684181	22.0545	123.088
405	13	-33.3506	-86.5053	25683	-0.0680727	0.243005	1.37063	1.94232	0.741238	10.4324	105.649
414	5	294.161	66.3136	11759.3	0.303764	-1.33383	3.42543	13.605	3.58435	21.7698	-77.1704
414	13	-1205.27	-699.154	15431.6	-0.550496	-1.0228	0.564778	1.66814	0.657597	64.0694	-118.29
415	5	1979.21	458.746	51209.6	1.62716	0.656494	3.22786	13.4977	3.56978	28.5276	21.9722
423	5	2304.18	747.274	47613.1	0.576401	0.855318	2.00558	5.08616	2.15207	27.2154	56.0238
424	6	195.524	243.199	41826.3	1.21916	4.66857	13.5646	207.282	14.292	19.5812	75.3645
424	5	-110.926	73.4398	41577.2	0.758902	3.8601	12.0807	161.421	12.5999	18.0374	78.8774
425	6	-2313.92	691.289	50106.1	-0.0862193	0.0514122	0.171797	0.0395912	0.11963	30.2985	149.193
425	5	-2420.47	1958.15	49473.4	-0.381844	-0.112213	0.904277	0.976114	0.88796	23.7553	-163.623
425	14	1543.89	-27.4082	49314.1	0.140147	0.058006	0.919115	0.867778	0.383897	9.37079	22.4844
427	1	185.947	935.838	30865.3	-0.00822092	0.0350723	0.102046	0.0117111	0.108218	19.4433	103.192
428	6	-1000.89	-38.6378	52692.7	-0.229741	0.0270361	0.931139	0.920531	0.859585	13.9517	173.288
431	6	-254.605	-1731.17	33072.3	0.0012544	-0.106243	0.610672	0.384209	0.523128	9.87003	-89.3235
431	6	1476.44	-96.8289	33162.4	0.147441	0.000215112	0.636656	0.42707	0.556334	13.0391	0.0835931
431	13	-401.531	-1366.77	34570.9	-0.10939	-0.356424	1.8458	3.54597	1.1649	11.4195	-107.062
433	6	630.74	-175.936	70053.4	0.310729	-0.0382209	0.501709	0.349725	0.495082	31.9645	-7.01238
433	5	-51.6348	850.72	68915.4	0.268424	0.0619557	0.52865	0.355361	0.499754	27.5242	12.997
433	5	287.434	1334.12	70007.6	0.174275	0.107385	0.224624	0.0923593	0.216092	42.3433	31.6407
433	1	-511.531	-202.102	69019.2	0.0126747	-0.0270159	0.0492717	0.0033182	0.0576039	31.2012	-64.866
434	6	-3432.45	1366.84	58823.8	-0.111255	0.0427578	0.916228	0.85368	0.824311	7.41178	158.977
441	5	497.941	823.004	46772.5	0.416331	-0.323785	2.25252	5.35202	2.2102	13.1781	-37.8726
442	5	12.986	-1191.98	92239.5	0.160326	0.00663642	0.579126	0.361135	0.504505	15.4869	2.37031
446	5	-1166.2	1482.88	52062.6	-0.251967	0.570962	1.09569	1.59001	1.15972	29.6652	113.812
446	6	-438.582	546.638	50483.2	-0.158186	0.450712	1.22478	1.72824	1.21321	21.3059	109.339
447	5	-610.802	-441.877	88638.4	2.92186	-0.227032	12.0405	153.563	12.2868	13.6798	-4.44302
448	5	1149.52	-1691.66	31983.7	-0.207774	-0.23355	0.713251	0.606442	0.680221	23.6663	-131.657
451	5	13.6659	-410.188	48243.8	-0.177536	0.0457477	0.676478	0.491234	0.603142	15.1637	165.55
451	1	1048.4	-1470.89	49817.1	0.0536713	-0.0843835	0.08435	0.0171161	0.130829	49.854	-57.542
452	5	-496.162	-295.074	62019.5	0.653301	-0.0867482	7.8171	61.5414	7.73989	4.81903	-7.56375
454	5	1854.52	-671.285	66442	-0.587293	-0.493493	3.29016	11.4136	3.2744	13.1241	-139.96
455	14	2327.88	455.211	152422	0.298002	0.475884	1.23204	1.83319	0.709012	24.5007	57.9449
458	5	1720.86	-2349.36	81428.1	0.11785	0.295041	1.2758	1.7286	1.21334	13.9837	68.2265
462	6	-358.699	-315.698	58050.4	-0.434117	-0.842082	4.82638	24.1915	4.81396	11.1057	-117.272
463	1	-1084.56	243.697	60204.1	0.00974322	-0.0187773	0.0862927	0.00789395	0.0888479	13.7744	-62.576
463	1	-1082.28	266.362	60190.3	0.0245431	-0.0379096	0.20858	0.045545	0.213413	12.2169	-57.0805
463	1	-1085.73	258.569	60193.8	0.030831	-0.0544863	0.277301	0.0808153	0.28428	12.722	-60.4967
463	3	-1091.61	281.203	60181.7	-0.0067412	-0.0101132	0.0570927	0.0034073	0.0578633	12.0179	-123.686
463	2	-1075	283.632	60183.9	0.0177824	-0.0124788	0.154182	0.0242439	0.155194	8.02012	-35.0594
463	1	-1086.74	282.086	60180.1	0.0196257	-0.030536	0.194246	0.039049	0.197608	10.5849	-57.2709
463	1	-1097.72	284.67	60177.1	0.00536557	-0.0109264	0.0786144	0.00632839	0.0795512	8.80182	-63.8459
464	5	1035.03	-387.736	51220.4	0.67486	-0.95782	2.24732	6.4233	2.43097	27.5363	-54.8323
471	1	783.659	-458.799	64309.6	0.0323884	-0.00621639	0.123011	0.0162193	0.127355	15.0082	-10.8648
473	5	1813.38	1664.22	73729.7	-0.196523	0.106039	1.05225	1.15709	0.975199	11.9815	151.65
474	5	116.445	-116.169	40393.3	-0.336511	-0.0218484	3.92907	15.5513	3.83927	4.9055	-176.285
475	1	-300.543	345.093	59726	-0.00881358	-0.00449459	0.0677645	0.0046899	0.0684829	8.30637	-152.98
475	3	-307.571	325.716	59733.5	-0.020718	-0.022745	0.166829	0.0287784	0.169132	10.449	-132.33
476	3	569.431	288.006	44885.8	0.000681549	0.012121	0.126207	0.0160755	0.126279	5.49454	86.7817
476	1	568.87	291.263	44886.7	0.00499851	0.0141316	0.0995972	0.0101443	0.100719	8.55891	70.5208
476	1	555.132	269.209	44878.3	0.000933813	0.00682171	0.0661814	0.00442739	0.0665386	5.93953	82.2053
476	1	592.28	292.931	44893.3	0.059637	0.0911634	0.626747	0.404679	0.636144	9.8603	56.8082
482	5	-1283.96	-688.992	73976.2	-0.0428007	0.0651454	0.524708	0.281395	0.435228	8.44973	123.305
484	6	79.8614	-221.293	47046.6	0.871619	-0.237939	3.06253	10.1954	3.08912	16.4372	-15.2689
484	5	-89.9701	-914.523	47222.4	0.301668	-0.279071	1.23475	1.6935	1.19997	18.4087	-42.7717
484	5	-550.137	-422.979	46626.6	0.731161	-0.418512	4.22216	18.5364	4.20103	11.2843	-29.7865
484	5	-297.665	172.708	46694.5	0.49121	-0.0341868	2.17396	4.96857	2.12587	12.762	-3.9812
484	5	237.838	-498.603	47395.6	0.403711	-0.231697	1.41349	2.21463	1.38625	18.2271	-29.8523
485	6	-37.7253	-512.177	45514.5	-0.541516	-0.708859	4.19886	18.4261	4.18821	11.994	-127.377
491	13	-1117.26	-444.158	124419	2.10911	1.7675	9.13509	91.0223	8.64715	16.7641	39.964
492	6	2256.55	-2217.58	90651.8	0.0936018	-0.158017	0.443654	0.23056	0.385996	22.4881	-59.3595
493	1	1079.04	-852.584	59399.1	0.00722622	-0.0298064	0.268394	0.0729757	0.27014	6.51902	-76.3722
493	1	1079.23	-853.304	59399.4	0.00175473	-0.00723606	0.0648122	0.00425606	0.0652385	6.55354	-76.369
493	1	1076.05	-859.331	59401.4	0.0106305	-0.0553575	0.464487	0.218926	0.467895	6.91943	-79.1296
493	1	1077.78	-844.174	59396.2	0.000765876	-0.00506972	0.0521424	0.00274512	0.0523939	5.61593	-81.4094
493	1	1081.41	-836.958	59394.7	0.00367478	-0.00588732	0.0944855	0.00897567	0.09474	4.2009	-58.0282
500	5	-361.524	411.964	34389.6	-0.0241617	0.0100272	4.71229	22.2063	4.60789	0.318068	157.461
503	1	357.774	1003.05	51590.8	-0.0225929	-0.00368092	0.109127	0.0124327	0.111502	11.8467	-170.746
503	2	537.608	933.129	51494.3	-0.00649686	-0.00215992	0.0793777	0.0063477	0.0791631	4.92968	-161.61
503	3	536.499	933.645	51494.8	-0.016007	-0.00228805	0.0856314	0.00759419	0.0866352	10.6932	-171.865
503	13	1084.88	2062.18	54942.5	0.0137441	0.157445	1.052	1.13167	0.479749	8.54378	85.011
508	6	87.962	-899.901	43101	0.206286	0.174479	0.844207	0.785682	0.787004	17.7467	40.2249
508	5	-3431.88	-2416.31	41568	-0.0401863	-0.024595	0.466289	0.219645	0.374767	5.76976	-148.532
513	5	452.562	1587.75	46004.6	0.0467984	0.0264549	0.187388	0.0380041	0.11608	16.0073	29.4793
514	5	-99.095	1228.07	64175.1	-1.07449	2.64253	5.63736	39.9173	6.21324	26.8405	112.127
515	6	2273.73	2330.48	106231	-0.0576074	0.529397	1.92162	3.97619	1.89118	15.4892	96.2103
515	13	3691.6	-2752.85	111504	0.996416	0.142159	1.34106	2.8115	0.982486	36.8893	8.11963
519	5	1064.47	-812.823	64841.4	-0.388241	-0.0893726	1.90993	3.80655	1.84824	11.7825	-167.036
522	5	-60.1331	-153.522	28536.8	0.372069	-1.39221	4.06192	18.5759	4.20561	19.5334	-75.0374
529	5	-651.762	1203.99	40096.6	0.101716	0.412561	0.997803	1.17616	0.983987	23.0667	76.15
534	5	-643.889	596.897	117695	-1.01046	0.381471	5.6151	32.6959	5.61335	10.8879	159.317
534	5	1442.15	-544.28	116337	-0.793316	0.161007	6.64764	44.8465	6.59192	6.94277	168.527
537	5	-139.022	-912.127	26138	0.151789	-0.446582	0.739484	0.769311	0.777786	32.5314	-71.2276
537	5	-1330.68	-503.131	25286.2	-0.0310997	-0.682208	1.47281	2.63555	1.52121	24.8763	-92.6101
537	6	538.686	1000.59	24370.1	0.41047	-0.288819	1.48674	2.46231	1.46707	18.6538	-35.1314
542	5	-342.388	-41.7277	57191.9	-0.520712	-0.271718	1.27974	1.98271	1.30639	24.653	-152.444
546	5	-474.816	650.834	89549	-0.0167941	1.51974	4.61555	23.6132	4.75483	18.226	90.6331
546	6	-368.073	-673.93	88413.7	-0.133786	0.88607	2.79824	8.63318	2.83447	17.7572	98.5861
547	6	-2238.32	-543.083	69731	0.209486	0.151392	0.847457	0.784986	0.786614	16.9611	35.8551
548	6	-476.404	1173.77	42301.2	-0.06029	0.271941	2.19291	4.88644	2.1074	7.23896	102.5
548	6	107.893	-3069.79	43826.9	-0.000768142	-0.174605	0.583946	0.37148	0.512924	16.6473	-90.2521
548	13	-952.726	-176.799	46290.4	-0.434799	0.0744349	0.7415	0.744414	0.336051	30.7488	170.286
549	1	181.368	-2925.87	97290.3	0.0179463	-0.0178641	0.0539817	0.00355522	0.0596257	25.1304	-44.8685
549	1	179.095	-2907.8	97271.8	0.0157575	-0.012609	0.0485601	0.00276537	0.0525868	22.5675	-38.6664
552	13	-273.661	-840.108	68142.2	-0.212404	-0.080764	0.810834	0.709091	0.322129	15.6558	-159.181
554	5	163.272	-418.819	83844.7	0.573303	0.34461	4.03954	16.7653	3.99025	9.40224	31.0099
555	5	195.298	-1673.59	83238.8	1.7227	-0.315207	3.7185	16.8943	4.00596	25.2189	-10.3689
557	6	1420.58	126.238	108622	0.141288	-0.122527	0.812024	0.694357	0.734295	12.9695	-40.9323
561	5	603.601	-188.761	31383.3	0.509793	1.38845	3.21273	12.5093	3.43277	24.7205	69.8384
564	6	-51.2809	2751.61	89949.7	-0.207117	-0.203312	2.36273	5.66674	2.27718	7.00292	-135.531
565	5	59.1894	-3290.4	52061.1	-0.0935375	-0.138197	0.27487	0.103401	0.232816	31.2623	-124.092
571	5	151.75	-1893.8	52075	-0.337865	-0.813699	1.68842	3.62702	1.80174	27.5565	-112.549
573	6	326.8	341.711	62201.7	0.638394	-0.0704858	2.63515	7.35651	2.60869	13.6978	-6.30057
582	6	-1539.8	-524.22	48639.5	-2.25633	-0.305248	4.51588	25.5774	4.95285	26.757	-172.296
582	5	-1227.03	-1475.04	48624	-0.467122	-0.231366	1.02295	1.31816	1.0473	27.0027	-153.651
583	6	2710.82	-1087.41	65113	0.0560497	0.0850471	0.229112	0.062867	0.166427	23.9683	56.6134
589	14	-328.296	-439.998	58227.3	-1.17527	0.0399275	2.926	9.94435	2.35182	21.895	178.054
600	5	1005.46	794.14	106384	0.0991221	-0.11518	0.382579	0.169458	0.319338	21.6628	-49.2852
604	6	766.33	2896.37	86063.7	0.0962133	0.0820394	1.04253	1.10286	0.949813	6.91525	40.4537
613	14	-1027.24	-2046.41	90767.1	0.482456	-0.749752	1.46495	2.94097	1.01655	31.3247	-57.2393
614	1	-3764.75	1122.03	71502.7	-0.00140372	0.00215167	0.0541888	0.00294302	0.0542496	2.71433	123.12
614	3	-3702.47	1146.86	71528.3	0.0164668	0.0117927	0.0643351	0.00454923	0.0669389	17.475	35.6083
615	5	105.556	81.3454	34397.9	0.334293	0.301788	1.60354	2.77415	1.56327	15.6878	42.0747
616	1	1158.2	1097.1	77207.4	0.00216382	0.0157337	0.055163	0.00329519	0.0574038	16.0615	82.1694
617	13	657.837	1475.81	96044.8	0.126615	-0.00188796	2.16274	4.69347	1.42184	3.35087	-0.854275
619	6	3.203	490.659	39329.5	2.71003	1.48823	6.90646	57.2582	7.462	24.1164	28.7737
619	5	675.171	304.944	40129	0.618039	0.307294	1.24904	2.03652	1.32531	28.9249	26.4369
620	1	-256.995	-647.21	38264.2	-0.0182616	0.0127513	0.0745054	0.00604714	0.0777634	16.6437	145.075
620	6	-316.418	329.301	39397.3	-1.07613	1.88464	3.44594	16.5844	3.96811	32.2025	119.726
626	6	-1240.36	-1136.64	55751.5	1.38579	-2.12809	7.71248	65.9315	8.01485	18.2254	-56.9282
626	3	2234.6	922.72	57904.5	0.0827711	-0.0528324	0.176723	0.0408734	0.201661	29.0585	-32.5499
626	1	2097.04	969.71	57688.6	0.0709309	-0.0363241	0.176162	0.0373838	0.193349	24.3407	-27.1172
626	1	2120.38	859.597	57803.2	0.0267071	-0.0202491	0.0671597	0.00563372	0.0750581	26.5211	-37.1691
630	5	-3261	-440.144	61121.9	-0.191463	-0.108768	0.339304	0.163616	0.312408	32.9827	-150.4
631	6	2211.38	113.547	46453.8	0.0305667	0.110135	0.508578	0.271716	0.426206	12.6662	74.4885
631	13	-336.217	-1007.75	50966	-0.80296	-0.307637	0.742982	1.29141	0.534948	49.1711	-159.037
632	1	-1288.43	-187.39	30747.4	0.0274005	-0.00553102	0.147205	0.0224507	0.149836	10.752	-11.4123
632	2	-427.814	220.782	31352.9	0.0749805	0.00217144	0.258448	0.0724224	0.268604	16.1848	1.65883
632	3	-413.241	241.112	31374.9	0.0280486	0.0125538	0.062698	0.00487536	0.0693146	26.1107	24.112
632	1	-432.7	201.702	31348.7	0.0198563	-0.00196686	0.0680464	0.00502846	0.0709116	16.3429	-5.65694
632	1	-425.079	223.251	31355.6	0.0597305	0.00654343	0.195579	0.0418615	0.204601	17.0786	6.25178
632	1	-400.88	206.735	31381.9	0.0271609	-0.00114141	0.0715648	0.00586054	0.0765542	20.7999	-2.40639
632	5	-373.617	-67.2297	31469.6	0.340297	-0.0470152	1.11616	1.36383	1.06694	17.1072	-7.86615
632	6	62.0107	-352.366	31886.8	0.783855	-0.150121	2.40349	6.41374	2.42908	18.3692	-10.8418
633	1	326.712	-1149.39	20784.3	-0.00601759	-0.0188688	0.0651999	0.00464327	0.0681415	16.8967	-107.688
633	6	437.101	189.328	20138.1	-0.0525114	-0.0788934	1.14884	1.32881	1.05192	4.71583	-123.648
633	5	586.65	-682.485	20571.6	0.0161961	-0.110192	0.445007	0.210436	0.365085	14.0512	-81.6385
633	1	-45.9688	1036.75	20365.5	-0.00530914	0.00515164	0.0495617	0.00251109	0.0501108	8.48946	135.863
633	3	220.158	375.515	20152.5	-0.0205455	-0.00947097	0.0890526	0.00844218	0.0913718	14.2541	-155.251
634	13	376.785	960.063	38372.2	-0.243389	0.378699	0.760877	0.781584	0.350538	30.6104	122.729
637	5	-492.22	16.2647	18083.3	0.317051	-0.225544	1.31178	1.87216	1.26669	16.521	-35.4274
637	6	254.232	240.568	18878.3	0.588484	-0.085229	1.09535	1.55337	1.14516	28.4958	-8.24074
637	13	-47.9828	-151.185	18724.7	2.13334	-1.265	5.156	32.7357	4.85858	25.689	-30.6665
639	6	312.428	-569.106	22903.9	-0.00636768	-0.172694	0.78137	0.640402	0.701538	12.4711	-92.1117
640	6	-1193.21	1161.28	63760	1.10144	0.315291	3.26302	11.9599	3.35426	19.3467	15.9739
640	5	873.13	772.508	66392.5	1.35064	0.194092	2.73117	9.32119	2.94923	26.5471	8.17762
641	1	2041.83	1529.24	67107.3	0.012817	0.00259522	0.0772763	0.00614263	0.0783749	9.60493	11.4466
644	6	-686.438	-2007.61	49568.1	-0.799429	0.240122	1.9824	4.62665	2.0479	22.8341	163.281
644	1	617.391	-203.619	49226.8	-0.00822313	0.0114288	0.0883683	0.00800719	0.0894829	9.05284	125.735
644	1	628.324	-159.263	49246.3	-0.0110617	0.0250094	0.137514	0.0196579	0.140207	11.2473	113.86
644	1	617.563	-158.013	49250.5	-0.01693	0.0320777	0.165154	0.0285914	0.16909	12.3867	117.824
644	5	-338.313	-524.86	49964.6	-0.233845	0.0129709	0.514446	0.319506	0.469381	24.4777	176.825
644	1	96.2053	-1027.73	49507.6	-0.0166857	-0.00872344	0.0546041	0.00333612	0.0577592	19.0251	-152.399
644	13	-1041.93	-1454.11	56311.9	-0.669631	-0.290022	0.52056	0.803501	0.359005	54.4978	-156.582
644	14	-597.183	422.403	51409.2	-1.16998	0.888385	2.25057	7.22312	1.90839	33.1342	142.79
652	5	-1243.98	2108.18	42332	-0.189383	-0.117193	1.38263	1.96127	1.29877	9.15045	-148.25
652	1	1215.92	-2189.24	45853.8	0.0250608	-0.0260792	0.0533733	0.00415687	0.0644738	34.1237	-46.1408
653	5	-1251.62	587.556	56373.4	-0.171914	0.384779	3.02836	9.34858	2.95371	7.9226	114.074
655	14	955.646	821.229	105474	-0.0853608	0.123125	0.920938	0.870573	0.384954	9.24011	124.733
658	5	3861.32	-2715.41	77235.1	0.080709	-0.0372778	0.774445	0.607668	0.681	6.54858	-24.7913
659	14	-1918.08	202.154	48459.2	-0.232851	0.205487	0.96405	1.02584	0.442377	17.8556	138.572
660	5	262.583	-333.56	92541	0.339344	-0.160335	0.796026	0.774519	0.780729	25.2432	-25.29
666	5	-935.385	405.278	65503.5	0.115433	0.396601	1.01768	1.2063	0.997729	22.0913	73.772
666	6	787.093	-809.744	65707.6	0.183973	0.122445	0.380427	0.193563	0.346809	30.1529	33.646
672	5	560.427	-15.4262	44197.4	-0.283609	0.181971	0.823836	0.792253	0.790677	22.2457	147.315
675	6	-233.069	-1246.67	46450.3	-0.857394	0.414534	2.39611	6.64832	2.47494	21.6756	154.197
675	5	-372.95	1966.34	49391	-0.821238	0.773229	2.12109	5.77136	2.29903	28.0034	136.725
675	5	1547.75	52.7971	45976.8	-0.114384	0.231884	0.787421	0.686886	0.729836	18.1784	116.256
675	13	1706.23	2919.18	61029.8	-0.0470469	0.667867	0.464878	0.664371	0.304281	55.2261	94.0295
675	14	2638.66	-600.566	49044.8	0.285454	0.0351013	0.832236	0.775333	0.348463	19.0641	7.01026
676	5	422.384	-2178.47	59843.1	-0.133719	-0.0958292	0.557173	0.337505	0.484824	16.4499	-144.373
677	6	574.572	176.113	141414	1.11859	-0.212312	4.3836	20.5123	4.42463	14.5598	-10.7471
681	6	-659.084	523.74	79492.8	0.411282	0.110362	1.05543	1.29526	1.03733	21.9725	15.0207
681	5	396.998	374.981	80658.8	0.395699	0.0206653	0.736159	0.698934	0.737015	28.2914	2.98954
681	6	-716.545	1616.92	80058.9	0.530644	0.73812	2.45217	6.83956	2.51173	20.3407	54.2872
681	6	71.4893	491.614	80247.7	0.452193	0.0576043	0.910549	1.0369	0.91809	26.5939	7.25973
681	14	-50.5023	383.38	80107.3	2.48999	-0.0627367	6.78263	52.208	6.3479	20.1647	-1.4433
685	6	-841.043	-316.651	38647	0.559407	0.103943	1.51629	2.62287	1.51731	20.5684	10.526
686	5	-1441.61	-600.209	59008.1	0.523791	-0.0251822	5.14576	26.7538	5.06783	5.81884	-2.75247
687	5	357.614	4148	83366.1	-0.565577	0.561728	2.8662	8.85054	2.8712	15.542	135.196
688	6	-266.15	445.807	49232.8	0.787457	0.211847	2.36286	6.24806	2.39619	19.0403	15.0576
704	5	607.671	524.578	76551.6	-0.643423	0.509898	2.9725	9.50977	2.97994	15.4395	141.604
707	5	2208.62	-690.423	68838.2	0.172136	-0.158582	0.612387	0.429796	0.55839	20.9165	-42.6531
710	1	-140.301	387.579	22869.9	0.001876	0.00785396	0.059632	0.00362118	0.0601762	7.71164	76.566
710	1	287.412	64.6907	23082.8	0.022307	0.00080757	0.044978	0.00252127	0.0502123	26.3942	2.07335
710	1	248.933	74.307	23036.3	0.138415	-0.0332222	0.498889	0.269152	0.518799	15.9249	-13.4967
716	5	-33.3283	-1093.13	84246.9	-0.166	-1.21283	4.0552	17.9432	4.1316	16.7974	-97.7936
722	1	-1699.74	6810.67	115373	0.0124505	0.0256299	0.0540657	0.003735	0.0611147	27.7903	64.0904
725	6	294.646	5.3764	27969.2	1.81891	1.44394	5.25524	33.011	5.64083	23.8413	38.4442
725	5	33.6762	-290.738	27486.1	0.747929	0.665629	2.61276	7.82896	2.69436	20.9672	41.6679
726	1	281.9	-721.787	50483.4	0.0354632	-0.0406896	0.141239	0.0228618	0.151201	20.9145	-48.926
