N. sh	P. id	x (m)	y (m)	t (ns)	px (GeV/c)	py (GeV/c)	pz (GeV/c)	Psq (GeV)	ek (GeV)	zha (°)	aza (°)
8585	5	95.8594	-839.141	109188	-0.150465	-0.148914	1.04459	1.13599	0.965393	11.4564	-135.297
8585	14	552.738	-317.898	110841	-0.31973	0.247955	0.819123	0.834671	0.371318	26.2873	142.206
8586	1	1266.91	148.376	26939.7	0.0177037	-0.0104674	0.0654116	0.00470167	0.0685687	17.4541	-30.5938
8586	3	2042.72	2736.62	28515.8	0.0765512	0.0467606	0.150767	0.0307772	0.174924	30.7518	31.4183
8590	6	-2497.33	664.841	50069.1	-0.757933	-0.382975	2.05676	4.95139	2.12202	22.4347	-153.193
8599	6	-1612.92	-1906.49	60737.1	-0.0190297	-0.131278	0.90848	0.842932	0.818515	8.30722	-98.248
8601	1	728.308	9.73401	36263.9	-0.0166163	0.0190826	0.0943164	0.00953582	0.0976515	15.0176	131.048
8603	5	-856.852	-260.954	46817.4	-0.0598811	-0.223104	0.692068	0.532319	0.631555	18.4581	-105.024
8605	13	585.561	-111.447	43571.6	-0.298799	-0.780098	1.68212	3.52737	1.16047	26.4096	-110.958
8608	5	141.358	-1427.59	83731.4	-0.394067	-0.933458	3.30957	11.9799	3.35715	17.022	-112.887
8608	5	1045.85	-854.125	82932.1	-0.819746	-2.43824	10.0432	107.482	10.2622	14.3663	-108.583
8610	5	69.8463	-227.965	44531.4	-0.730169	1.14309	5.14665	28.3278	5.21778	14.7645	122.569
8617	6	-515.188	-689.072	56744.4	-0.269599	-0.0589245	1.13707	1.36909	1.06918	13.6417	-167.671
8617	1	-1371.5	1569.12	57092.1	-0.0254337	-0.00515516	0.0922854	0.00919004	0.0958647	15.7061	-168.542
8617	1	-1367.77	1574.38	57088.8	-0.0154254	-0.00218188	0.0574996	0.00354891	0.0595727	15.1598	-171.949
8617	1	-1356.68	1589.34	57076.9	-0.0900982	-0.00788544	0.356241	0.135088	0.367543	14.2453	-174.998
8624	6	247.799	1865.85	41248.6	0.227074	0.0826742	0.661304	0.49572	0.606299	20.0735	20.0058
8624	6	-292.714	4357.59	40886.8	0.949255	0.930042	3.60959	14.7952	3.74225	20.2121	44.4143
8624	1	105.037	674.669	40381.2	0.0464247	-0.0173859	0.165702	0.0299147	0.172959	16.6557	-20.5308
8624	1	105.385	674.556	40381.6	0.0236002	-0.00872217	0.082333	0.00741178	0.0860917	16.9928	-20.2833
8624	1	104.822	675.622	40380.7	0.0147842	-0.00497523	0.0523066	0.00297931	0.0545831	16.6057	-18.5993
8624	3	105.128	676.066	40380.9	0.129744	-0.0357439	0.438072	0.210018	0.457767	17.0772	-15.4026
8629	6	2952.45	816.506	70582.1	0.43621	-0.177376	1.03369	1.29026	1.03514	24.4914	-22.1281
8632	6	-11.2891	-535.149	92529	-0.988618	1.33573	5.12812	29.0592	5.28603	17.9551	126.506
8632	5	369.103	-290.085	92539.1	-0.438882	0.68589	3.04561	9.93882	3.0487	14.9687	122.614
8633	5	-2112.98	-703.392	82684.4	-1.69272	-0.513012	6.42795	44.4471	6.56204	15.3851	-163.14
8634	13	1227.88	1932.21	66860.1	-0.0451572	0.287965	1.32841	1.84964	0.713439	12.3759	98.9123
8637	6	-479.86	1500.05	83964	0.0713587	0.126867	2.22496	4.97163	2.12656	3.743	60.6436
8640	6	-457.692	233.839	48646.2	-0.173569	-0.206598	1.06076	1.19801	0.993967	14.272	-130.035
8648	2	-1811.07	131.454	52558.4	-0.0267101	-0.00638256	0.0542365	0.00369576	0.0602839	26.8549	-166.561
8651	6	497.82	-1017.54	173272	0.209506	0.107399	0.649962	0.477877	0.593656	19.9114	27.141
8652	6	68.1957	-189.292	59658.2	-0.530174	-0.514733	2.66112	7.62757	2.65817	15.519	-135.847
8653	5	710.045	-766.246	43537.7	-0.123601	-0.0344733	0.706154	0.515119	0.619795	10.2991	-164.416
8654	2	387.924	-565.724	50034.5	0.0537547	-0.0905288	0.234882	0.0662547	0.256889	24.1442	-59.2988
8654	1	450.021	-471.708	50001.4	0.860468	-0.624193	2.64279	8.11438	2.84858	21.9117	-35.9575
8654	1	318.319	-153.471	49887.6	0.123061	0.175369	0.858638	0.783158	0.884962	14.0098	54.9418
8654	6	269.957	-340.519	49833	0.0932113	-0.0630708	1.12791	1.28484	1.03276	5.69821	-34.084
8654	2	419.282	-119.068	49981	0.0530369	0.0498906	0.187562	0.0404817	0.20069	21.217	43.2491
8654	3	419.83	-118.52	49981.9	0.127895	0.109459	0.421597	0.206083	0.453453	21.7664	40.5586
8654	13	428.445	-834.622	50861.1	0.120811	-0.614252	0.724791	0.917223	0.402078	40.818	-78.8731
8654	1	261.918	-350.695	49827.8	3.53891e-05	-0.0077775	0.108171	0.0117614	0.10845	4.11254	-89.7393
8654	2	272.62	-337.832	49829.5	-0.00493857	0.00654853	0.0552414	0.00311889	0.0553383	8.44531	127.022
8654	3	382.59	-477.553	49947.8	0.0491744	-0.0415597	0.195776	0.0424734	0.20558	18.2044	-40.2028
8654	2	379.178	-472.651	49943.3	0.0661458	-0.0337708	0.4044	0.169055	0.410652	10.4064	-27.0466
8654	13	372.937	-419.828	49960.1	0.912224	-0.680859	4.15608	18.5687	3.47082	15.317	-36.7367
8656	1	-1461.4	-36.9349	90823.8	-0.0430935	-2.21194e-05	0.0542264	0.00479755	0.0692644	38.4741	-179.971
8659	6	730.465	-847.102	70355.8	0.121548	0.240223	0.703781	0.567789	0.655231	20.9338	63.1615
8663	3	-33.8203	2866.77	76776.4	-0.00761467	0.00175566	0.0656607	0.00437239	0.065615	6.78699	167.017
8663	5	178.71	-411.422	76271.2	-1.14274	-0.417933	4.21788	19.271	4.28549	16.0918	-159.911
8668	5	-228.96	-354.331	56994.9	1.8288	-4.20622	9.39042	109.217	10.3456	26.0324	-66.5013
8673	2	-794.876	551.168	45760.4	0.0138478	-0.0463888	0.28037	0.0809513	0.284009	9.79666	-73.3788
8673	2	-794.604	551.219	45760.6	0.00831408	-0.0286847	0.150899	0.0236625	0.153316	11.195	-73.8361
8673	1	-796.162	553.382	45759.1	0.0165579	-0.0415832	0.295719	0.0894528	0.299087	8.6067	-68.2881
8673	2	-796.124	553.283	45759.1	0.0257886	-0.0707448	0.489679	0.245456	0.494924	8.74197	-69.9716
8673	13	-2981.45	2051.9	55899.6	-0.224108	0.723651	0.408061	0.740409	0.33448	61.6908	107.207
8686	5	345.519	-489.239	41136.2	-0.119027	-0.165074	0.566936	0.362834	0.505895	19.7464	-125.793
8686	6	111.838	-116.895	40914.8	-2.39522	-1.19841	6.66394	51.5814	7.07714	21.8956	-153.42
8686	5	-124.955	598.214	41072.3	-0.129099	0.00594844	0.420689	0.193681	0.34694	17.077	177.362
8686	5	732.779	-377.505	40975.3	-0.0343618	-0.225387	0.565286	0.371529	0.512963	21.9652	-98.6684
8686	6	-396.336	173.459	41382.3	-1.87313	-0.549071	3.94646	19.3846	4.2984	26.3173	-163.663
8686	6	-130.602	317.467	41072.9	-0.195062	-0.0109853	0.549046	0.339621	0.486612	19.5875	-176.777
8686	14	-33.7115	-213.679	43636	-0.291391	-0.356698	0.867055	0.963927	0.419771	27.9777	-129.246
8689	6	-58.0721	1608.87	62975.3	-0.842082	0.973674	2.47127	7.76433	2.6828	27.5153	130.855
8689	5	-2335.65	1107.44	65499.9	-0.50079	0.261605	0.935217	1.19386	0.992077	31.1379	152.418
8696	1	244.068	-278.704	24961.2	-0.0103191	0.0183558	0.0812246	0.00704085	0.0839098	14.534	119.343
8696	2	241.266	-274.32	24965.8	-0.0156143	0.0309772	0.121188	0.0158899	0.125545	15.9737	116.751
8696	3	246.951	-278.364	24960.5	-0.0150844	0.0389317	0.182601	0.0350865	0.186804	12.8793	111.179
8696	1	163.486	-302.354	24986.5	-0.0136237	0.0139381	0.064166	0.00449716	0.0670608	16.8961	134.347
8696	6	-36.1267	-49.9045	25277.7	-1.07485	1.86228	6.77056	50.4638	6.99892	17.6189	119.992
8697	5	469.499	-545.142	82539.7	-0.727835	-0.584201	3.13612	10.7063	3.16809	16.5727	-141.248
8697	5	463.518	-230.507	82983.2	-0.0247434	0.0513636	0.264783	0.0733604	0.185072	12.1513	115.722
8697	1	649.94	-994.962	82986	0.00353793	-0.0241623	0.0705463	0.00557312	0.0746533	19.0935	-81.6697
8697	6	209.25	-544.372	83035.7	-0.0594888	-0.011408	0.272847	0.0781147	0.193137	12.5168	-169.144
8697	13	-146.767	-1359.87	84906.8	-0.391987	-0.694838	0.90687	1.45887	0.590679	41.3383	-119.429
8697	13	220.232	-702.055	84568.8	-0.249868	-0.149735	1.04233	1.17131	0.493647	15.614	-149.068
8698	14	585.653	-1995.5	29663.1	-0.0240618	0.0919862	1.12394	1.27227	0.528911	4.83552	104.659
8701	6	291.605	722.429	74598.8	1.47057	1.09471	3.6752	16.868	4.00277	26.5113	36.6645
8703	6	70.329	739.31	58157.3	0.275382	1.54072	6.36386	42.9484	6.4487	13.8171	79.8662
8703	5	-873.818	272.767	57773.6	-0.214073	2.61289	12.6187	166.105	12.7829	11.7367	94.6838
8703	5	1643.57	622.817	58607.2	0.17151	0.187778	1.08314	1.23787	1.01194	13.2134	47.5924
8704	6	-888.474	1215.44	72903.4	-0.746679	-0.44918	2.98607	9.6759	3.00675	16.2679	-148.97
8708	6	-2149.64	3841.46	104940	-0.0402931	0.258151	1.67035	2.85834	1.5883	8.89017	98.8713
8709	5	217.334	833.028	123613	-0.460638	-0.0627806	1.82479	3.54599	1.78038	14.293	-172.239
8711	5	63.7861	-289.741	54443.7	2.97234	-0.32428	8.70473	84.7123	9.09888	18.9571	-6.22629
8711	1	-156.18	-110.598	54219.6	0.0238775	0.00163968	0.0868025	0.0081075	0.0900417	15.415	3.92835
8711	1	-34.2452	-356.34	54348.8	0.0409591	-0.00515928	0.126819	0.0177874	0.133369	18.0314	-7.17926
8711	6	240.769	1124.01	55016.8	0.463069	0.261711	1.24374	1.82982	1.25117	23.1548	29.4737
8717	6	-232.434	1.65147	45543.5	1.05115	-0.0685441	5.44508	30.7585	5.44139	10.9489	-3.7309
8717	6	375.631	1346.41	46322.7	0.530774	0.314454	1.86445	3.85678	1.86105	18.3089	30.6444
8717	5	161.448	93.5851	45804.4	1.36338	-0.0567334	5.81834	35.7151	5.87148	13.1989	-2.38284
8717	5	-296.516	70.4855	45496.3	1.06803	-0.167793	5.54701	31.9382	5.54671	11.0289	-8.92845
8720	6	-600.634	-163.13	42355.9	-0.966462	-0.843555	9.20632	86.402	9.19021	7.93261	-138.885
8721	6	-1661.56	337.353	61953.9	0.620315	0.13343	1.7163	3.34828	1.72722	20.289	12.1394
8722	6	-1801.41	748.35	46215	-0.451006	-0.108058	0.890799	1.00861	0.904178	27.5025	-166.526
8730	6	-70.9054	1528.24	119245	0.912453	0.472212	2.27077	6.21196	2.38896	24.3442	27.3625
8733	2	-271.213	243.609	57129.1	-0.0403568	-0.0233023	0.168763	0.0306525	0.174568	15.4367	-149.998
8735	1	-212.538	25.664	132690	0.0210801	0.0197715	0.123285	0.0160345	0.126628	13.1934	43.1653
8735	1	-171.127	-71.3973	132679	0.0128859	0.00382433	0.0675231	0.00474004	0.068848	11.2584	16.5301
8735	1	-155.369	-6.78638	132710	0.0312953	0.0194698	0.143902	0.0220662	0.148547	14.3663	31.8871
8735	3	-137.953	-6.00018	132726	0.0405506	0.023067	0.0997256	0.0121216	0.109588	25.0705	29.6331
8735	5	172.975	-2021.76	132574	0.472167	-0.0625259	2.67167	7.36468	2.61019	10.1081	-7.54341
8742	2	-37.0363	1844.91	59427.3	0.0254042	-0.0249284	0.0780246	0.00735464	0.0852497	24.5208	-44.4584
8744	6	1631.17	-160.689	62292.5	0.275657	0.152091	1.56441	2.5465	1.49361	11.3785	28.8872
8744	5	-1522.62	-1236.38	61476.6	-0.29699	0.392827	5.26985	28.0138	5.1882	5.3387	127.09
8744	6	-1284.41	396.105	62387.4	-0.219958	0.278896	1.36991	2.00282	1.31349	14.5358	128.262
8748	6	332.172	552.186	49131.1	0.119396	0.341949	4.20555	17.8179	4.11678	4.92233	70.7526
8749	5	82.8895	438.123	30000.5	0.27867	0.0674015	0.575183	0.413036	0.545647	26.4944	13.5969
8749	5	-204.54	881.651	30206.7	-0.0256883	0.0151727	0.441267	0.195606	0.349061	3.86794	149.432
8749	13	624.452	418.285	31691.6	1.0107	-0.53031	1.45565	3.42166	1.13515	38.1	-27.6858
8751	13	38.1062	-376.316	29944.9	0.14052	0.572442	3.6527	13.6897	2.87782	9.16681	76.208
8754	13	555.196	-737.783	118698	0.614582	0.216463	1.6031	2.9945	1.02952	22.1195	19.4028
8755	14	-234.158	-61.5173	34184.7	-0.435687	0.139246	0.733965	0.747917	0.337765	31.9306	162.276
8757	5	395.704	-8.10559	44069.2	-2.75362	1.37818	13.8475	201.234	14.0804	12.5368	153.412
8757	6	431.889	2180.03	45622.8	-0.0906596	0.207867	0.499802	0.30123	0.453264	24.4054	113.564
8757	6	353.059	219.786	44363	-0.140865	0.20338	0.894709	0.861711	0.828619	15.4569	124.707
8757	5	-788.544	506.963	45294.4	-0.76522	0.355202	2.284	5.92837	2.33146	20.2727	155.1
8757	14	-29.132	672.505	45778	-0.0770987	0.31484	1.74634	3.15476	1.07049	10.5152	103.76
8758	5	1286.39	499.032	60052.9	0.00198468	0.13511	0.663706	0.458764	0.579855	11.5076	89.1584
8759	13	-4812.5	-2001.49	121405	0.0690273	-0.181029	1.15246	1.3657	0.55993	9.54287	-69.1278
8761	6	235.497	640.796	48540.1	0.20917	0.0666615	0.699273	0.537179	0.634843	17.4295	17.6769
8763	6	53.6411	72.7749	24364.2	0.668114	1.0423	5.13449	27.8957	5.17704	13.5566	57.3401
8764	5	68.0044	55.4821	64763.6	-0.572801	-0.201368	2.60535	7.15652	2.5716	13.1184	-160.631
8765	2	-2553.03	1921.42	83009.6	-0.0201877	-0.0155091	0.138024	0.0196987	0.139842	10.4503	-142.467
8766	1	933.635	1410.27	68304.2	0.0210536	0.0163327	0.0511902	0.00333045	0.0577101	27.4983	37.8032
8766	5	-99.0315	-212.256	65632.4	0.818741	0.161109	2.24597	5.74067	2.29264	20.3815	11.1323
8766	5	356.689	-684.883	66078.3	1.0566	0.147478	2.66898	8.26159	2.77058	21.7877	7.94584
8767	6	-371.373	377.294	69473.1	-0.317801	-0.217085	3.257	10.7562	3.1757	6.73918	-145.664
8768	6	-881.296	-139.467	37570.2	-0.361014	0.0539562	1.50997	2.41326	1.4514	13.5901	171.5
8771	5	505.56	-204.456	69314.7	-0.191945	-0.886538	2.46336	6.89094	2.52153	20.2151	-102.217
8775	5	-1238.4	-703.598	43585.8	0.144578	0.0208356	0.700461	0.511982	0.61763	11.7794	8.20064
8777	5	104.367	-392.06	75278.9	3.5143	1.22263	9.61845	106.36	10.208	21.149	19.1829
8779	6	1692.61	-2711.13	72718.8	0.00759895	-0.136942	0.449351	0.220727	0.375892	16.9735	-86.8239
8779	2	-880.255	1997.76	69453.7	0.0664816	-0.0309738	0.0529571	0.00818363	0.0899538	54.1689	-24.9808
8779	3	-876.696	1998.15	69462.5	0.424469	-0.167126	0.269097	0.280518	0.529129	59.4642	-21.491
8781	5	335.426	-158.219	47533.1	0.33298	-0.571845	1.39731	2.39036	1.44403	25.3409	-59.7881
8782	6	-494.033	-1820.47	72454.3	0.127767	0.066735	0.744165	0.574559	0.659667	10.9625	27.5788
8784	6	362.936	439.527	65270.7	-1.75968	0.95816	6.02641	40.3322	6.24598	18.3907	151.431
8786	5	-28.9201	1228.12	75820.4	-0.520272	-0.318606	2.20385	5.22917	2.18352	15.4733	-148.517
8786	6	-337.553	1377.66	76100	-1.05614	-0.169482	3.92629	16.5599	3.9651	15.2394	-170.883
8787	6	-1199.42	494.352	50801	-1.5208	0.820041	3.91124	18.2831	4.17152	23.8336	151.666
8797	1	205.168	-1015.1	253676	-0.037417	0.0137838	0.051929	0.00428664	0.0654724	37.5199	159.777
8797	13	4213.73	-4908.48	261210	0.144573	-0.229924	0.778681	0.68011	0.310592	19.2285	-57.8389
8800	13	-370.241	465.308	50400.2	-0.0803188	0.739825	0.332727	0.6645	0.304333	65.9101	96.196
8801	5	-338.374	-92.1169	31454.9	-0.678722	0.231336	3.76615	14.6981	3.7296	10.7799	161.179
8801	5	449.626	148.734	31252.8	0.0509906	0.184503	1.85178	3.46571	1.75898	5.90174	74.5509
8801	6	320.629	347.489	31414.6	-0.0236947	0.183547	0.624785	0.424607	0.554471	16.5	97.3558
8801	14	355.659	53.6875	31261.3	-0.240518	0.298362	7.11037	50.7043	6.24397	3.08514	128.873
8801	13	-308.061	54.9691	32245.4	-0.252634	0.227905	1.98716	4.06456	1.2847	9.71602	137.946
8801	13	421.122	811.475	34426.6	0.0655517	-0.0524329	0.854859	0.737831	0.333468	5.60811	-38.6553
8802	5	800.876	403.609	34716.7	-0.415387	0.164635	3.01415	9.28477	2.94327	8.43221	158.38
8803	1	-418.735	-504.798	64611.7	-0.0393237	0.00130251	0.0512441	0.00417401	0.0646066	37.5171	178.103
8803	1	-438.203	-486.62	64653.5	-0.112345	0.00912402	0.140762	0.0325186	0.180329	38.686	175.357
8804	6	-64.7086	-54.85	39316.1	-0.965469	0.988474	3.7167	15.7231	3.86098	20.3934	134.325
8805	6	-1482.2	-260.338	69753.3	-0.141595	0.263273	1.3	1.77935	1.23244	12.9501	118.273
8806	5	973.582	-1603.89	82859	0.0836485	0.0570546	0.704395	0.506425	0.613778	8.17998	34.2969
8810	6	-2064.64	2992.52	99220.8	-0.0782869	0.123111	0.882832	0.800678	0.795364	9.3837	122.453
8811	5	-175.221	-654.869	67504.4	0.644085	-0.44494	2.28278	5.82392	2.30993	18.9282	-34.6371
8811	6	546.759	400.411	67545.8	1.74214	-0.770721	5.66408	35.7109	5.87114	18.5894	-23.8645
8817	5	-1411.47	1064.62	100987	-0.298766	0.648803	1.40852	2.49414	1.47716	26.8904	114.725
8818	5	-646.484	-770.758	22802	-0.0318385	-0.0805355	0.772706	0.604575	0.679032	6.3947	-111.571
8818	5	-1614.87	-367.79	23809.5	-0.444167	0.101058	0.492753	0.450302	0.573655	42.7514	167.182
8818	13	-977.206	-571.785	23708.8	0.213088	-0.193351	1.14253	1.38815	0.567398	14.1354	-42.2198
8818	13	-1319.4	-588.269	23594.2	-0.529043	-0.319658	1.35226	2.21069	0.819261	24.565	-148.859
8821	5	450.587	23.4792	64886.2	0.446499	-0.0886243	1.2367	1.73664	1.21639	20.2079	-11.2266
8821	6	-661.376	798.545	63886.9	0.270378	0.095485	1.25671	1.66153	1.18767	12.8532	19.4509
8821	5	-406.038	255.389	64023.5	0.359678	-0.0685864	1.43131	2.18272	1.37552	14.3497	-10.796
8822	5	-1147.38	830.945	63762.9	-0.0539128	0.575461	1.3301	2.10323	1.34844	23.4868	95.3522
8825	5	1733.21	-146.875	42738.8	-0.152631	-0.355618	1.32691	1.91046	1.28057	16.2591	-113.229
8826	6	1692.13	-3412.7	77128.2	-0.664697	-0.269877	1.75601	3.59821	1.79418	22.2219	-157.902
8826	6	312.285	1229.78	78149.6	-1.51412	0.242956	3.38286	13.7954	3.61006	24.3853	170.884
8827	5	-1054.92	-1044.92	36429.3	0.102336	0.0396369	0.859422	0.750651	0.767161	7.27702	21.1724
8828	5	785.188	-259.655	44715.1	-0.0166961	-0.0936417	0.3494	0.131128	0.271558	15.2288	-100.109
8828	1	2528.08	-2284.92	49551.5	0.0265376	-0.0418162	0.0419317	0.00421111	0.064893	49.7468	-57.5998
8831	6	-3779.26	-1183.89	103618	0.926912	-1.4765	4.7003	25.132	4.90864	20.3498	-57.8804
8834	5	675.956	-135.427	45434.9	-0.236576	0.93882	3.91035	16.2282	3.92415	13.9063	104.144
8836	5	-385.557	534.456	40469.1	0.188713	0.253996	1.04893	1.20038	0.995042	16.7869	53.3884
8841	6	4343.47	-1822.64	77823	0.309602	-0.247542	0.608017	0.526814	0.627812	33.1024	-38.6441
8841	1	-257.831	-499.196	70888.7	0.0448391	-0.0532697	0.158651	0.0300183	0.173258	23.6958	-49.9114
8841	2	-262.776	-511.096	70898.1	0.0347971	-0.0525442	0.141811	0.024082	0.154674	23.9607	-56.4857
8841	3	-259.864	-493.456	70881.3	0.128892	-0.15588	0.488067	0.279121	0.527809	22.5103	-50.4137
8841	5	1095.23	1246.12	70965.3	0.0896405	-0.0774736	0.250012	0.0765433	0.190495	25.3562	-40.8359
8846	5	-526.506	-760.241	42662.3	-0.0322913	0.246545	3.77156	14.2865	3.67556	3.77193	97.4618
8847	13	1615.82	113.507	63110.8	0.357738	1.14966	5.63505	33.2034	4.89878	12.0609	72.7155
8848	5	1862.09	-744.242	95770.7	0.983537	0.822371	3.02799	10.8124	3.18426	22.9477	39.9002
8851	5	-248.346	-2154.19	60425.1	-0.0661225	-0.243427	1.21126	1.53077	1.13609	11.7639	-105.197
8851	6	-193.405	-25.0681	59665.1	-0.506578	-0.281027	8.75145	76.9235	8.66558	3.78721	-150.98
8851	5	-247.123	-205.396	59752.6	-0.143233	-0.175245	1.92332	3.75037	1.83381	6.71159	-129.26
8852	6	-1127.85	1911.86	70898.5	-0.749237	1.20696	2.37685	7.66754	2.66539	30.866	121.83
8853	5	107.332	2412.87	66652.5	0.307564	0.0346055	0.88842	0.885083	0.841045	19.2072	6.41961
8855	6	-569.801	-213.034	72509.7	1.62918	2.31077	9.07349	90.3221	9.39873	17.3073	54.8147
8856	6	1993.88	521.497	63435	0.524946	0.410604	1.09093	1.6343	1.1771	31.4209	38.0319
8857	1	612.583	44.0835	36482.4	0.00767705	-0.0627595	0.142334	0.0242566	0.155745	23.9517	-83.0259
8857	1	627.106	62.408	36461	0.005212	-0.0284728	0.0679206	0.00545108	0.0738314	23.0824	-79.6268
8857	1	631.578	67.5133	36455.8	0.00513566	-0.0235289	0.056944	0.0038226	0.0618272	22.9245	-77.6871
8857	2	635.594	69.3676	36455.2	0.00559102	-0.034492	0.0906437	0.00943724	0.0966358	21.0812	-80.7927
8858	6	-480.296	526.249	55719	-0.610289	-0.622186	4.02215	16.9373	4.01119	12.226	-134.447
8860	3	-621.385	1571.35	39498.1	0.0230275	-0.00413242	0.128361	0.0170239	0.129966	10.3294	-10.1738
8860	1	-612.179	1580.93	39503.7	0.0531829	0.0059618	0.245567	0.0631671	0.251331	12.2942	6.39615
8861	1	-100.542	2840.22	80111.8	-0.0292221	0.000635486	0.103346	0.0115347	0.1074	15.7923	178.754
8863	13	-382.178	733.484	65432.1	0.133903	0.838	1.95434	4.53962	1.38904	23.4719	80.9215
8866	1	-501.942	481.608	51316.4	-0.0581807	0.122573	0.167001	0.0462985	0.215171	39.0922	115.392
8866	1	-361.275	455.287	51270.5	0.0763372	0.130191	0.216028	0.0694453	0.263525	34.9387	59.6148
8868	5	-131.945	-274.465	59896.8	0.17903	-0.374861	2.92647	8.73677	2.85203	8.0793	-64.4713
8870	5	738.676	-448.23	51845.9	0.272567	0.133657	0.668568	0.53914	0.636166	24.4211	26.1216
8874	6	-487.521	1435.13	38333.9	0.0737763	0.0174786	0.710372	0.510377	0.616519	6.09215	13.3284
8874	5	-1572.52	-477.055	39242.6	0.00969621	-0.422496	1.13313	1.46257	1.10832	20.4533	-88.6853
8875	1	-390.996	-810.218	75593.8	0.0065136	-0.0149229	0.051601	0.00292778	0.0541089	17.5129	-66.4195
8876	5	-356.311	-755.282	52270.4	0.389831	0.944359	3.04171	10.2958	3.10478	18.5663	67.5692
8877	6	1734.96	-1794.69	77002.3	0.500599	0.657515	1.86376	4.15654	1.93584	23.9125	52.7161
8880	13	376.461	1643.67	54282.6	-0.475653	0.206747	1.1031	1.48583	0.599463	25.1814	156.507
8880	14	109.781	-153.159	55905.1	-0.0788225	-0.547215	0.595457	0.660226	0.302929	42.8758	-98.1967
8887	5	-757.68	1279.43	87021.9	-0.616909	-0.699234	3.6965	14.5336	3.7081	14.1579	-131.421
8895	5	638.1	-753.545	24909.3	-0.430701	-0.0852807	4.74598	22.7171	4.66176	5.28553	-168.8
8901	13	69.7458	225.957	112991	-0.460194	-0.0445487	0.729191	0.745483	0.33647	32.3768	-174.471
8903	6	-1963.06	2301.16	54317.7	0.114024	-0.0466225	0.873152	0.777569	0.782448	8.03048	-22.2389
8910	2	1060.71	-203.569	73961.6	-0.0195474	-0.023673	0.0942924	0.00983358	0.0986547	18.0345	-129.547
8910	5	-429.615	70.5409	75497	-1.33076	-0.618497	2.86526	10.3632	3.11527	27.1196	-155.072
8910	5	-703.04	-80.3816	76014.7	-0.536106	-0.282978	1.18433	1.77012	1.22899	27.106	-152.173
8911	3	-877.058	296.999	17924.7	-0.0316005	-0.0082435	0.111849	0.0135768	0.11601	16.2769	-165.379
8911	1	-1241.15	-553.883	18688.9	-0.0106981	-0.0210131	0.0488182	0.00293921	0.0542145	25.781	-116.981
8918	6	195.368	584.188	49071.4	1.22272	-0.512448	4.4877	21.8971	4.57497	16.4582	-22.7388
8920	1	-520.426	581.456	52802.2	-0.0180959	0.0955201	0.251368	0.0726376	0.269514	21.1445	100.727
8928	5	-1196.52	-226.835	83670.8	1.18381	-0.0744329	5.35198	30.0507	5.37721	12.4963	-3.59779
8932	6	-1110.15	-1013.52	110554	-0.00725714	-0.397623	1.05358	1.26819	1.02543	20.6798	-91.0456
8933	5	-957.594	1210.25	22385.7	-0.0796998	0.440513	0.757458	0.774145	0.780518	30.5835	100.255
8939	5	727.182	-1161.35	79305.2	0.340797	-1.02649	1.92525	4.87639	2.10512	29.3268	-71.6336
8940	1	-171.127	161.566	76276.3	-0.0279651	-0.0274409	0.0834619	0.00850094	0.0922006	25.1469	-135.542
8941	5	-559.605	-285.511	48791.6	-0.0996418	-0.260253	0.617285	0.4587	0.579808	24.297	-110.95
8943	3	-464.443	-1989.53	42999	0.192296	-0.0367066	0.698398	0.526084	0.724806	15.6587	-10.8069
8944	5	81.9004	410.789	55677.6	-0.948448	1.191	3.25951	12.9424	3.49345	25.0372	128.532
8949	5	-714.649	41.9944	84095.7	-2.94259	-0.96346	6.82888	56.2207	7.39313	24.3902	-161.871
8949	6	1725.16	2244.32	80925.3	-0.286479	0.120314	1.07334	1.24861	1.01674	16.145	157.219
8950	5	-1319.98	386.13	50298.9	-0.596329	0.299505	2.64476	7.44008	2.62404	14.1611	153.332
8951	6	-721.393	821.941	103647	-0.071916	1.63898	6.49982	44.9391	6.59884	14.1656	92.5124
8951	5	-504.964	-2029.5	102331	-0.0627626	0.0499982	1.5	2.25643	1.40019	3.06215	141.458
8952	1	39.4673	-290.834	72015.3	0.00505222	-0.0195195	0.0617796	0.00422325	0.0649865	18.075	-75.4887
8952	2	45.4034	-290.562	72017.5	0.0133033	-0.0189581	0.0845647	0.00768757	0.0871693	15.3162	-54.9419
8953	1	-741.852	172.403	42652.3	0.0586663	0.0721119	0.25403	0.0731732	0.270506	20.0999	50.8701
8953	1	-748.634	162.97	42639.2	0.0962778	0.117763	0.432362	0.210074	0.458339	19.3825	50.7321
8955	6	-344.425	-581.929	34743.5	-0.008754	-0.0957721	0.273054	0.0838075	0.202516	19.4026	-95.2226
8955	1	-752.283	18.321	33844	-0.00650477	-0.0154276	0.0618374	0.00410418	0.0640639	15.15	-112.862
8955	5	117.064	825.583	33548.9	0.0843959	-0.0773171	0.942005	0.900474	0.849139	6.92774	-42.4935
8955	5	309.076	179.86	33971.9	0.241435	-0.369133	1.47749	2.37753	1.43988	16.622	-56.8129
8960	5	-607.17	356.617	36367.2	-0.0189614	-0.176873	0.56823	0.354529	0.499067	17.383	-96.1189
8960	6	1586.94	988.344	36464.7	0.248759	-0.186514	1.36964	1.97258	1.3028	12.7897	-36.8617
8961	6	-189.085	-370.836	60552.9	0.310927	0.296436	2.68177	7.37642	2.61235	9.1009	43.6332
